Date,Open,High,Low,Close
2021-05-09,,,,
2021-05-10,9747.645599035151,9927.70695058997,9747.645599035151,9898.5078125
2021-05-11,9703.845366853899,9742.777544855318,9226.926186336506,9254.1787109375
2021-05-12,9343.723447712418,9355.40310202206,8866.804230068763,8934.935546875
2021-05-13,8574.814207456153,8657.54510503093,8156.293196195524,8240.970703125
2021-05-14,8240.969245495537,8531.01398804398,8239.99594099034,8300.3408203125
2021-05-15,,,,
2021-05-16,,,,
2021-05-17,8446.336888000757,8448.28349710147,8097.893858972839,8205.9306640625
2021-05-18,8243.89107810151,8464.831252213557,8234.158030783798,8416.166015625
2021-05-19,8205.930770481295,8320.780708912891,8108.600314183331,8243.8896484375
2021-05-20,8280.875303768382,8376.259151884191,8181.598237362133,8273.0888671875
2021-05-21,8417.1366337816,8466.77515925834,8258.488013140248,8277.9541015625
2021-05-22,,,,
2021-05-23,,,,
2021-05-24,8175.759710425436,8234.157994071333,8063.829666770803,8093.02880859375
2021-05-25,8161.158296283923,8218.58326223273,8104.706634842722,8136.82568359375
2021-05-26,8046.308938273318,8118.333476973236,7988.883968228789,8053.1220703125
2021-05-27,8032.683000293982,8058.962224940527,7875.98095703125,7875.98095703125
2021-05-28,8029.763545089525,8175.759245909335,7954.819085335356,8164.07958984375
2021-05-29,,,,
2021-05-30,,,,
2021-05-31,8112.493600179982,8175.758397301962,8001.536879073742,8035.6025390625
2021-06-01,8058.962745133698,8066.74918256861,7912.967043229102,7944.11279296875
2021-06-02,7883.767114230716,7981.097572431096,7769.890478136273,7892.52685546875
2021-06-03,7945.085569682874,8098.867698803283,7927.5660866185235,7988.88427734375
2021-06-04,7912.965906011826,7933.4053013410075,7845.807892787371,7885.71337890625
2021-06-05,,,,
2021-06-06,,,,
2021-06-07,7981.0978560422545,8019.056736089285,7909.073314414556,7935.3525390625
2021-06-08,7889.607188786009,7892.527102623457,7782.543681412894,7804.9296875
2021-06-09,7773.78311687589,7883.766526442308,7768.9165943287035,7857.4873046875
2021-06-10,7875.008120186577,7906.153869765859,7790.330613517905,7807.85009765625
2021-06-11,7803.956494995117,7883.767474365234,7734.851866516113,7786.43701171875
2021-06-12,,,,
2021-06-13,,,,
2021-06-14,7868.193933481256,7875.980369833043,7777.676610891726,7840.94140625
2021-06-15,7853.594163417934,7864.300513126399,7771.836583826027,7827.31494140625
2021-06-16,7791.303558825911,7804.929823638348,7755.291287535897,7795.19677734375
2021-06-17,7767.94411087181,7795.19664001658,7591.775976043117,7686.1865234375
2021-06-18,7723.172422306313,7729.985554877975,7592.749598791625,7624.86865234375
2021-06-19,,,,
2021-06-20,,,,
2021-06-21,7368.889127858244,7454.539932672869,7261.825621839963,7357.20947265625
2021-06-22,7543.110711021691,7543.110711021691,7400.034933664248,7496.39208984375
2021-06-23,7562.577094198142,7589.829624267324,7417.554702044277,7482.76611328125
2021-06-24,7494.445263560083,7815.635774855516,7479.845694864836,7652.12060546875
2021-06-25,7783.517404754682,7786.437318749212,7611.242479077355,7719.279296875
2021-06-26,,,,
2021-06-27,,,,
2021-06-28,7776.7032716384065,7778.649880717665,7684.23934037362,7713.4384765625
2021-06-29,7628.761824780384,7645.308003782841,7528.511446118431,7547.9775390625
2021-06-30,7564.523933631431,7708.573025522508,7528.511660658662,7567.44384765625
2021-07-01,7566.471069051539,7566.471069051539,7450.647804680928,7519.75244140625
2021-07-02,7528.5111118986615,7635.574618338073,7495.4187553628435,7603.45556640625
2021-07-03,,,,
2021-07-04,,,,
2021-07-05,7433.127773313299,7449.673952722273,7141.136371978483,7193.69482421875
2021-07-06,7221.919558198678,7342.609319009545,7217.053035585336,7265.71826171875
2021-07-07,7144.056197558633,7273.505717214669,7100.257487900577,7220.947265625
2021-07-08,7263.771579252413,7286.15758304751,7182.9873046875,7182.9873046875
2021-07-09,7060.351595953964,7145.029096484429,6938.688520479157,7131.40283203125
2021-07-10,,,,
2021-07-11,,,,
2021-07-12,7260.852427677388,7348.449843024702,7236.519812303133,7338.716796875
2021-07-13,7440.913710118902,7526.564515415234,7409.767962738417,7431.1806640625
2021-07-14,7434.101042716734,7492.499322706653,7407.82181672127,7422.42138671875
2021-07-15,7445.779792415011,7447.726401511067,7320.223505719385,7332.87646484375
2021-07-16,7268.638544468905,7330.930037083528,7239.4394073058,7281.29150390625
2021-07-17,,,,
2021-07-18,,,,
2021-07-19,7106.096952425365,7190.774453433583,7073.977900318799,7146.00244140625
2021-07-20,7009.73965089681,7109.990023576951,7000.006605005535,7034.072265625
2021-07-21,7168.3882270353815,7198.560668995748,7028.232367606584,7067.16455078125
2021-07-22,,,,
2021-07-23,,,,
2021-07-24,,,,
2021-07-25,,,,
2021-07-26,7046.725057939594,7090.523763410212,6888.076413679351,6916.30224609375
2021-07-27,6815.079005118687,6929.928951220372,6754.734118183903,6898.783203125
2021-07-28,6715.801664427354,6752.787238811156,6526.9805741521495,6564.939453125
